keyword	TC	Centrality	Burst	PY	BurstBegin	BurstEnd	Span	HalfLife2	Status	WaitingTime
@PHRASEstock return	42.0	0.0	0.0	2012	-1	-1	0	4.0	0	8
@PHRASEchallenge	3.0	0.0	0.0	2016	-1	-1	0	1.0	0	4
@PHRASEtransition	4.0	0.0	0.0	2010	-1	-1	0	1.0	0	10
@PHRASEforecasting	4.0	0.0	0.0	2018	-1	-1	0	0.0	0	2
@PHRASEterm structure	13.0	0.0	0.0	2012	-1	-1	0	3.0	0	8
@PHRASEagent-based model	17.0	0.0	0.0	2016	-1	-1	0	2.0	0	4
@PHRASEvaluation	25.0	0.0	0.0	2012	-1	-1	0	6.0	0	8
@PHRASEbiological farming system	1.0	0.0	0.0	2008	-1	-1	0	0.0	0	12
@PHRASEcommodity	4.0	0.0	0.0	2018	-1	-1	0	0.0	0	2
@PHRASElogit estimation	2.0	0.0	0.0	2010	-1	-1	0	1.0	0	10
@PHRASEmarket risk	5.0	0.0	0.0	2010	-1	-1	0	4.0	0	10
@PHRASEdeterminant	100.0	0.0	0.0	2010	-1	-1	0	7.0	0	10
@PHRASEmarket liquidity	9.0	0.0	0.0	2014	-1	-1	0	2.0	0	6
@PHRASEnon-performing loan	5.0	0.0	0.0	2010	-1	-1	0	5.0	0	10
@PHRASErisk factor	4.0	0.0	0.0	2015	-1	-1	0	0.0	0	5
@PHRASEbailout	18.0	0.0	0.0	2010	-1	-1	0	6.0	0	10
@PHRASEimpulse response analysis	25.0	0.0	0.0	2014	-1	-1	0	4.0	0	6
@PHRASEresolution	5.0	0.0	0.0	2018	-1	-1	0	0.0	0	2
@PHRASEcorporate yield spread	3.0	0.0	0.0	2014	-1	-1	0	1.0	0	6
@PHRASEarea	4.0	0.0	0.0	2018	-1	-1	0	1.0	0	2
@PHRASErequirement	4.0	0.0	0.0	2014	-1	-1	0	1.0	0	6
@PHRASEcatastrophe bond pricing	1.0	0.0	0.0	2006	-1	-1	0	0.0	0	14
@PHRASEdebt	81.0	0.0	0.0	2011	-1	-1	0	5.0	0	9
@PHRASEexchange rate	29.0	0.0	0.0	2012	-1	-1	0	5.0	0	8
@PHRASEasset pricing	3.0	0.0	0.0	2019	-1	-1	0	0.0	0	1
@PHRASEdistance to default	3.0	0.0	0.0	2012	-1	-1	0	0.0	0	8
@PHRASEequity	33.0	0.0	0.0	2010	-1	-1	0	7.0	0	10
@PHRASEspecification	4.0	0.0	0.0	2014	-1	-1	0	1.0	0	6
@PHRASEunited states	4.0	0.0	0.0	2014	-1	-1	0	1.0	0	6
@PHRASEnetwork structure	4.0	0.0	0.0	2018	-1	-1	0	1.0	0	2
@PHRASEmoney market	5.0	0.0	0.0	2016	-1	-1	0	0.0	0	4
@PHRASEtail risk	5.0	0.0	0.0	2018	-1	-1	0	0.0	0	2
@PHRASEnetwork theory	3.0	0.0	0.0	2015	-1	-1	0	0.0	0	5
@PHRASEdefault swap spread	3.0	0.0	0.0	2016	-1	-1	0	1.0	0	4
@PHRASEbank regulation	28.0	0.0	0.0	2012	-1	-1	0	5.0	0	8
@PHRASEanalytic hierarchy proce	1.0	0.0	0.0	2008	-1	-1	0	0.0	0	12
@PHRASEbusiness fluctuation	4.0	0.0	0.0	2010	-1	-1	0	2.0	0	10
@PHRASEeurozone crisis	8.0	0.0	0.0	2016	-1	-1	0	2.0	0	4
@PHRASErate	20.0	0.0	0.0	2012	-1	-1	0	5.0	0	8
@PHRASEshock	37.0	0.0	0.0	2012	-1	-1	0	5.0	0	8
@PHRASEcentral counterparty (ccp)	3.0	0.0	0.0	2016	-1	-1	0	1.0	0	4
@PHRASEmoral hazard	28.0	0.0	0.0	2012	-1	-1	0	5.0	0	8
@PHRASEfinancial development	4.0	0.0	0.0	2018	-1	-1	0	0.0	0	2
@PHRASEconditional skewness	1.0	0.0	0.0	2009	-1	-1	0	0.0	0	11
@PHRASEconditional heteroskedasticity	23.0	0.0	0.0	2007	-1	-1	0	10.0	0	13
@PHRASEinterbank network	24.0	0.0	0.0	2012	-1	-1	0	4.0	0	8
@PHRASEbehaviour	1.0	0.0	0.0	2008	-1	-1	0	0.0	0	12
@PHRASEgranger causality	15.0	0.0	0.0	2014	-1	-1	0	3.0	0	6
@PHRASEregression quantile	5.0	0.0	0.0	2016	-1	-1	0	1.0	0	4
@PHRASEeconomic model	1.0	0.0	0.0	2006	-1	-1	0	0.0	0	14
@PHRASEbetting	1.0	0.0	0.0	2009	-1	-1	0	0.0	0	11
@PHRASEconventional bank	3.0	0.0	0.0	2016	-1	-1	0	1.0	0	4
@PHRASEexecutive compensation	4.0	0.0	0.0	2018	-1	-1	0	1.0	0	2
@PHRASEconvergence	7.0	0.0	0.0	2016	-1	-1	0	2.0	0	4
@PHRASEenergy	3.0	0.0	0.0	2018	-1	-1	0	0.0	0	2
@PHRASEdynamic copula	4.0	0.0	0.0	2018	-1	-1	0	1.0	0	2
@PHRASEcomovement	38.0	0.0	0.0	2009	-1	-1	0	7.0	0	11
@PHRASEmodel	387.0	0.0	0.0	2009	-1	-1	0	7.0	0	11
@PHRASEasymptotic independence	1.0	0.0	0.0	2008	-1	-1	0	0.0	0	12
@PHRASEeconomic growth	12.0	0.0	0.0	2010	-1	-1	0	9.0	0	10
@PHRASElesson	4.0	0.0	0.0	2017	-1	-1	0	0.0	0	3
@PHRASEoptimization	1.0	0.0	0.0	2020	-1	-1	0	0.0	0	0
@PHRASEregulatory arbitrage	4.0	0.0	0.0	2018	-1	-1	0	1.0	0	2
@PHRASEcorrelation network	3.0	0.0	0.0	2016	-1	-1	0	0.0	0	4
@PHRASEstructural break	5.0	0.0	0.0	2018	-1	-1	0	0.0	0	2
@PHRASEcd	23.0	0.0	0.0	2014	-1	-1	0	3.0	0	6
@PHRASEcausality	13.0	0.0	0.0	2016	-1	-1	0	2.0	0	4
@PHRASEcounterparty risk	26.0	0.0	0.0	2012	-1	-1	0	4.0	0	8
@PHRASEevent study	7.0	0.0	0.0	2016	-1	-1	0	0.0	0	4
@PHRASEfutures market	4.0	0.0	0.0	2017	-1	-1	0	0.0	0	3
@PHRASEloan	4.0	0.0	0.0	2016	-1	-1	0	0.0	0	4
@PHRASEconsequence	1.0	0.0	0.0	2008	-1	-1	0	0.0	0	12
@PHRASEequity market	37.0	0.0	0.0	2011	-1	-1	0	6.0	0	9
@PHRASEcredit risk	75.0	0.0	0.0	2007	-1	-1	0	9.0	0	13
@PHRASEbanking	87.0	0.0	0.0	2010	-1	-1	0	6.0	0	10
@PHRASEcrisis contagion management	1.0	0.0	0.0	2009	-1	-1	0	0.0	0	11
@PHRASEsubprime crisis	5.0	0.0	0.0	2016	-1	-1	0	1.0	0	4
@PHRASEsocial network	4.0	0.0	0.0	2018	-1	-1	0	0.0	0	2
@PHRASEbootstrap	5.0	0.0	0.0	2016	-1	-1	0	1.0	0	4
@PHRASEasset	6.0	0.0	0.0	2016	-1	-1	0	2.0	0	4
@PHRASEfinancial crise	82.0	0.0	0.0	2010	-1	-1	0	6.0	0	10
@PHRASEinsurer	12.0	0.0	0.0	2016	-1	-1	0	2.0	0	4
@PHRASElife insurance	4.0	0.0	0.0	2016	-1	-1	0	1.0	0	4
@PHRASEenvironment	2.0	0.0	0.0	2010	-1	-1	0	1.0	0	10
@PHRASEnetwork	94.0	0.0	0.0	2010	-1	-1	0	7.0	0	10
@PHRASEfiscal policy	4.0	0.0	0.0	2018	-1	-1	0	1.0	0	2
@PHRASEcredit defaultswap	4.0	0.0	0.0	2016	-1	-1	0	0.0	0	4
@PHRASEcontagion model	2.0	0.0	0.0	2012	-1	-1	0	1.0	0	8
@PHRASEtoo big	9.0	0.0	0.0	2016	-1	-1	0	2.0	0	4
@PHRASEcompetition	59.0	0.0	0.0	2010	-1	-1	0	6.0	0	10
@PHRASEconditional value-at-risk	3.0	0.0	0.0	2018	-1	-1	0	1.0	0	2
@PHRASElinkage	35.0	0.0	0.0	2010	-1	-1	0	8.0	0	10
@PHRASEeconomy	20.0	0.0	0.0	2014	-1	-1	0	2.0	0	6
@PHRASEg32	4.0	0.0	0.0	2018	-1	-1	0	1.0	0	2
@PHRASEcorporate governance	35.0	0.0	0.0	2010	-1	-1	0	7.0	0	10
@PHRASEexpectation	7.0	0.0	0.0	2018	-1	-1	0	0.0	0	2
@PHRASEbank performance	5.0	0.0	0.0	2018	-1	-1	0	1.0	0	2
@PHRASEeffectivenessmodel	1.0	0.0	0.0	2006	-1	-1	0	0.0	0	14
@PHRASEcross-spectrum	1.0	0.0	0.0	2009	-1	-1	0	0.0	0	11
@PHRASEperception	2.0	0.0	0.0	2010	-1	-1	0	1.0	0	10
@PHRASEimplied volatility	8.0	0.0	0.0	2015	-1	-1	0	1.0	0	5
@PHRASEcredit default swap	53.0	0.0	0.0	2010	-1	-1	0	6.0	0	10
@PHRASEarchimedean copula	2.0	0.0	0.0	2012	-1	-1	0	1.0	0	8
@PHRASEhidden markov model	1.0	0.0	0.0	2020	-1	-1	0	0.0	0	0
@PHRASEstockmarket	4.0	0.0	0.0	2017	-1	-1	0	0.0	0	3
@PHRASEfailure	21.0	0.0	0.0	2010	-1	-1	0	7.0	0	10
@PHRASEoverlapping portfolio	4.0	0.0	0.0	2016	-1	-1	0	1.0	0	4
@PHRASEcontagion risk	16.0	0.0	0.0	2011	-1	-1	0	6.0	0	9
@PHRASEjump	9.0	0.0	0.0	2014	-1	-1	0	4.0	0	6
@PHRASEregime	7.0	0.0	0.0	2014	-1	-1	0	2.0	0	6
@PHRASEconvolution	1.0	0.0	0.0	2006	-1	-1	0	0.0	0	14
@PHRASEinvestor	3.0	0.0	0.0	2012	-1	-1	0	0.0	0	8
@PHRASEclearing	3.0	0.0	0.0	2018	-1	-1	0	0.0	0	2
@PHRASEgro	2.0	0.0	0.0	2011	-1	-1	0	0.0	0	9
@PHRASEliberalization	3.0	0.0	0.0	2014	-1	-1	0	0.0	0	6
@PHRASEg21	28.0	0.0	0.0	2011	-1	-1	0	5.0	0	9
@PHRASEfinancial network	130.0	0.0	0.0	2012	-1	-1	0	5.0	0	8
@PHRASEbond market	10.0	0.0	0.0	2014	-1	-1	0	3.0	0	6
@PHRASEcrop insurance	8.0	0.0	0.0	2006	-1	-1	0	11.0	0	14
@PHRASEg15	2.0	0.0	0.0	2010	-1	-1	0	1.0	0	10
@PHRASEemu	3.0	0.0	0.0	2014	-1	-1	0	1.0	0	6
@PHRASEfinancial crisis	245.0	0.0	0.0	2010	-1	-1	0	6.0	0	10
@PHRASEcountry	27.0	0.0	0.0	2012	-1	-1	0	5.0	0	8
@PHRASEprincipal component analysis	5.0	0.0	0.0	2016	-1	-1	0	0.0	0	4
@PHRASEcovar	57.0	0.0	0.0	2012	-1	-1	0	6.0	0	8
@PHRASEfinancialcrise	2.0	0.0	0.0	2010	-1	-1	0	1.0	0	10
@PHRASEtail	10.0	0.0	0.0	2014	-1	-1	0	4.0	0	6
@PHRASEinvestor sentiment	20.0	0.0	0.0	2015	-1	-1	0	3.0	0	5
@PHRASEepidemic model	3.0	0.0	0.0	2018	-1	-1	0	1.0	0	2
@PHRASEstate regulation	4.0	0.0	0.0	2016	-1	-1	0	1.0	0	4
@PHRASEbusiness model	4.0	0.0	0.0	2016	-1	-1	0	1.0	0	4
@PHRASEsystemic importance	4.0	0.0	0.0	2018	-1	-1	0	0.0	0	2
@PHRASEinterbank	4.0	0.0	0.0	2016	-1	-1	0	0.0	0	4
@PHRASEconstraint	22.0	0.0	0.0	2010	-1	-1	0	6.0	0	10
@PHRASElosse	5.0	0.0	0.0	2018	-1	-1	0	1.0	0	2
@PHRASEcryptocurrency	3.0	0.0	0.0	2018	-1	-1	0	1.0	0	2
@PHRASElatin america	4.0	0.0	0.0	2016	-1	-1	0	1.0	0	4
@PHRASEnetwork topology	14.0	0.0	0.0	2014	-1	-1	0	2.0	0	6
@PHRASEcore periphery structure	4.0	0.0	0.0	2016	-1	-1	0	1.0	0	4
@PHRASEbusiness cycle	25.0	0.0	0.0	2011	-1	-1	0	7.0	0	9
@PHRASEcollateralized debt obligation	3.0	0.0	0.0	2018	-1	-1	0	0.0	0	2
@PHRASEgovernance	27.0	0.0	0.0	2011	-1	-1	0	6.0	0	9
@PHRASEcomplex network	30.0	0.0	0.0	2010	-1	-1	0	6.0	0	10
@PHRASEincentive	12.0	0.0	0.0	2011	-1	-1	0	6.0	0	9
@PHRASEbond spread	5.0	0.0	0.0	2016	-1	-1	0	1.0	0	4
@PHRASEco movement	11.0	0.0	0.0	2016	-1	-1	0	2.0	0	4
@PHRASEbank capital	9.0	0.0	0.0	2014	-1	-1	0	2.0	0	6
@PHRASEg01	22.0	0.0	0.0	2012	-1	-1	0	3.0	0	8
@PHRASEfinancialregulation	5.0	0.0	0.0	2018	-1	-1	0	1.0	0	2
@PHRASEfinance	38.0	0.0	0.0	2012	-1	-1	0	5.0	0	8
@PHRASEsystemic risk	962.0	0.0	0.0	2006	-1	-1	0	11.0	0	14
@PHRASEcoefficient	1.0	0.0	0.0	2008	-1	-1	0	0.0	0	12
@PHRASEevent	3.0	0.0	0.0	2014	-1	-1	0	1.0	0	6
@PHRASEcredit rating	8.0	0.0	0.0	2016	-1	-1	0	2.0	0	4
@PHRASEbayesian inference	3.0	0.0	0.0	2016	-1	-1	0	1.0	0	4
@PHRASEpolicy	45.0	0.0	0.0	2012	-1	-1	0	5.0	0	8
@PHRASEimpact	101.0	0.0	0.0	2012	-1	-1	0	5.0	0	8
@PHRASEoil price shock	3.0	0.0	0.0	2014	-1	-1	0	1.0	0	6
@PHRASEselection	16.0	0.0	0.0	2016	-1	-1	0	2.0	0	4
@PHRASEtrade	17.0	0.0	0.0	2013	-1	-1	0	3.0	0	7
@PHRASEhungary	3.0	0.0	0.0	2014	-1	-1	0	1.0	0	6
@PHRASEnonparametric estimation	4.0	0.0	0.0	2018	-1	-1	0	1.0	0	2
@PHRASEtime series	70.0	0.0	0.0	2010	-1	-1	0	7.0	0	10
@PHRASEnetwork analysis	15.0	0.0	0.0	2016	-1	-1	0	2.0	0	4
@PHRASEdisease	3.0	0.0	0.0	2012	-1	-1	0	1.0	0	8
@PHRASEbubble	16.0	0.0	0.0	2011	-1	-1	0	7.0	0	9
@PHRASEdisasterrisk	1.0	0.0	0.0	2006	-1	-1	0	0.0	0	14
@PHRASEflight to liquidity	6.0	0.0	0.0	2018	-1	-1	0	1.0	0	2
@PHRASEfinancial fragility	12.0	0.0	0.0	2012	-1	-1	0	2.0	0	8
@PHRASEstress testing	13.0	0.0	0.0	2016	-1	-1	0	2.0	0	4
@PHRASEsecuritization	17.0	0.0	0.0	2012	-1	-1	0	3.0	0	8
@PHRASErisk contribution	4.0	0.0	0.0	2018	-1	-1	0	0.0	0	2
@PHRASEdodd-frank act	6.0	0.0	0.0	2016	-1	-1	0	2.0	0	4
@PHRASEbankruptcy	21.0	0.0	0.0	2010	-1	-1	0	5.0	0	10
@PHRASEsovereign debt	16.0	0.0	0.0	2016	-1	-1	0	1.0	0	4
@PHRASEcomplexity	35.0	0.0	0.0	2013	-1	-1	0	4.0	0	7
@PHRASEfuture	12.0	0.0	0.0	2006	-1	-1	0	12.0	0	14
@PHRASEtoo-big-to-fail	3.0	0.0	0.0	2012	-1	-1	0	1.0	0	8
@PHRASEinterest rate risk	5.0	0.0	0.0	2016	-1	-1	0	0.0	0	4
@PHRASEcredit	57.0	0.0	0.0	2010	-1	-1	0	7.0	0	10
@PHRASErisk contagion	13.0	0.0	0.0	2014	-1	-1	0	3.0	0	6
@PHRASEattraction	1.0	0.0	0.0	2006	-1	-1	0	0.0	0	14
@PHRASEempirical evidence	12.0	0.0	0.0	2006	-1	-1	0	11.0	0	14
@PHRASEcorn yield	1.0	0.0	0.0	2008	-1	-1	0	0.0	0	12
@PHRASEinvestment	39.0	0.0	0.0	2010	-1	-1	0	6.0	0	10
@PHRASEactuarial science	2.0	0.0	0.0	2012	-1	-1	0	1.0	0	8
@PHRASEfinancial stress	7.0	0.0	0.0	2015	-1	-1	0	3.0	0	5
@PHRASEcentral clearing	3.0	0.0	0.0	2017	-1	-1	0	0.0	0	3
@PHRASEinsurance	64.0	0.0	0.0	2010	-1	-1	0	7.0	0	10
@PHRASEindicator	3.0	0.0	0.0	2013	-1	-1	0	0.0	0	7
@PHRASEtoo	7.0	0.0	0.0	2018	-1	-1	0	1.0	0	2
@PHRASEpanel data	28.0	0.0	0.0	2014	-1	-1	0	3.0	0	6
@PHRASEprediction	7.0	0.0	0.0	2018	-1	-1	0	1.0	0	2
@PHRASEregulation	36.0	0.0	0.0	2010	-1	-1	0	5.0	0	10
@PHRASEdecision making	3.0	0.0	0.0	2017	-1	-1	0	0.0	0	3
@PHRASEcorporate bond	4.0	0.0	0.0	2016	-1	-1	0	1.0	0	4
@PHRASEbail-in	3.0	0.0	0.0	2018	-1	-1	0	1.0	0	2
@PHRASEcost	39.0	0.0	0.0	2007	-1	-1	0	9.0	0	13
@PHRASEfinancial stability	112.0	0.0	0.0	2006	-1	-1	0	10.0	0	14
@PHRASEbehavioral finance	3.0	0.0	0.0	2018	-1	-1	0	0.0	0	2
@PHRASEreinsurance	7.0	0.0	0.0	2016	-1	-1	0	0.0	0	4
@PHRASEclimate change	8.0	0.0	0.0	2008	-1	-1	0	10.0	0	12
@PHRASEpreference	4.0	0.0	0.0	2018	-1	-1	0	1.0	0	2
@PHRASEreturn predictability	4.0	0.0	0.0	2018	-1	-1	0	1.0	0	2
@PHRASEconditional excess probability	1.0	0.0	0.0	2008	-1	-1	0	0.0	0	12
@PHRASEsrisk	4.0	0.0	0.0	2018	-1	-1	0	0.0	0	2
@PHRASElong memory	15.0	0.0	0.0	2014	-1	-1	0	2.0	0	6
@PHRASEtopology	82.0	0.0	0.0	2012	-1	-1	0	5.0	0	8
@PHRASEcapital flow	4.0	0.0	0.0	2016	-1	-1	0	1.0	0	4
@PHRASEegarch	3.0	0.0	0.0	2019	-1	-1	0	0.0	0	1
@PHRASEearly warning system	28.0	0.0	0.0	2010	-1	-1	0	5.0	0	10
@PHRASEemployment	2.0	0.0	0.0	2010	-1	-1	0	0.0	0	10
@PHRASEpanel	4.0	0.0	0.0	2018	-1	-1	0	1.0	0	2
@PHRASEaggregation	1.0	0.0	0.0	2009	-1	-1	0	0.0	0	11
@PHRASEconsumption	7.0	0.0	0.0	2016	-1	-1	0	2.0	0	4
@PHRASEspillover effect	6.0	0.0	0.0	2018	-1	-1	0	0.0	0	2
@PHRASEfire sale	27.0	0.0	0.0	2010	-1	-1	0	7.0	0	10
@PHRASEcyclicality	5.0	0.0	0.0	2010	-1	-1	0	8.0	0	10
@PHRASEderegulation	3.0	0.0	0.0	2016	-1	-1	0	1.0	0	4
